date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:56:02	12426/12426	---MCZ	200	added ('OK')	text/css	etag:W/%22107015a72dd9437910d2e705097d4c5d%22	https://cdn.crevado.com/assets/video-91046df9faeef5c32e2c7ef490eaa35c0072ac926e318370c7584d36aa5c0026.css	C:/My%20Web%20Sites/myportifoo/cdn.crevado.com/assets/video-91046df9faeef5c32e2c7ef490eaa35c0072ac926e318370c7584d36aa5c0026.css	(from https://dhyon.crevado.com/)
22:56:03	708670/708670	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cce47683532c468d9df51f58703d9993%22	https://cdn.crevado.com/assets/bundle_theme_folio-01d7fae30cf3877ecb1471977287cf2cab030e5a115886562c08bd44a0ede892.js	C:/My%20Web%20Sites/myportifoo/cdn.crevado.com/assets/bundle_theme_folio-01d7fae30cf3877ecb1471977287cf2cab030e5a115886562c08bd44a0ede892.js	(from https://dhyon.crevado.com/)
22:56:03	14065/14065	---M--	200	added ('OK')	image/png	etag:%22be7cf81132a72e08e4cf107a0a60c593%22	https://cdn3.crevado.com/artists/11896/logo_original-23.png	C:/My%20Web%20Sites/myportifoo/cdn3.crevado.com/artists/11896/logo_original-23.png	(from https://dhyon.crevado.com/)
22:56:04	52259/52259	---MCZ	200	added ('OK')	text/html	etag:W/%2265125bbb1c39ebdf399663ee325a2392%22	https://dhyon.crevado.com/portfolio	C:/My%20Web%20Sites/myportifoo/dhyon.crevado.com/portfolio.html	(from https://dhyon.crevado.com/)
22:56:05	51386/51386	---MCZ	200	added ('OK')	text/html	etag:W/%22d1125a7163713887272848caa6911bb8%22	https://dhyon.crevado.com/branding	C:/My%20Web%20Sites/myportifoo/dhyon.crevado.com/branding.html	(from https://dhyon.crevado.com/)
22:56:05	38142/38142	---MCZ	200	added ('OK')	text/html	etag:W/%221671d870390ce9e83b342ebc1250dec9%22	https://dhyon.crevado.com/packaging	C:/My%20Web%20Sites/myportifoo/dhyon.crevado.com/packaging.html	(from https://dhyon.crevado.com/)
22:56:06	26853/26853	---MCZ	200	added ('OK')	text/html	etag:W/%2269bae4e65c714a56324fd7296d30338a%22	https://dhyon.crevado.com/logos	C:/My%20Web%20Sites/myportifoo/dhyon.crevado.com/logos.html	(from https://dhyon.crevado.com/)
22:56:06	19303/19303	---MCZ	200	added ('OK')	text/html	etag:W/%22ec02ab3ddec1f98e331c23ffe656330f%22	https://dhyon.crevado.com/brochures	C:/My%20Web%20Sites/myportifoo/dhyon.crevado.com/brochures.html	(from https://dhyon.crevado.com/)
22:56:07	16895/16895	---MCZ	200	added ('OK')	text/html	etag:W/%22bc4659c438c66f2a2f4ff30d8db71cc6%22	https://dhyon.crevado.com/social-media	C:/My%20Web%20Sites/myportifoo/dhyon.crevado.com/social-media.html	(from https://dhyon.crevado.com/)
22:56:07	28124/28124	---M--	200	added ('OK')	image/jpeg	etag:%22a1d1b0fb05ae2de4f59bdcfbf62a721a%22	https://cdn3.crevado.com/artists/11896/pages/48616_squarex2-47.jpg	C:/My%20Web%20Sites/myportifoo/cdn3.crevado.com/artists/11896/pages/48616_squarex2-47.jpg	(from https://dhyon.crevado.com/)
22:56:08	30852/30852	---M--	200	added ('OK')	image/jpeg	etag:%221921033d61b6fe9c4a929bfb3493b087%22	https://cdn3.crevado.com/artists/11896/pages/4016834_squarex2-20.jpg	C:/My%20Web%20Sites/myportifoo/cdn3.crevado.com/artists/11896/pages/4016834_squarex2-20.jpg	(from https://dhyon.crevado.com/)
22:56:08	20718/20718	---M--	200	added ('OK')	image/jpeg	etag:%22ebe7cf2f52f7e215744a3e1498ab52d5%22	https://cdn1.crevado.com/artists/11896/pages/48868_squarex2-30.jpg	C:/My%20Web%20Sites/myportifoo/cdn1.crevado.com/artists/11896/pages/48868_squarex2-30.jpg	(from https://dhyon.crevado.com/)
22:56:08	23000/23000	---M--	200	added ('OK')	image/jpeg	etag:%2293005197be744bdd10b3e4fcb8373545%22	https://cdn1.crevado.com/artists/11896/pages/48872_squarex2-20.jpg	C:/My%20Web%20Sites/myportifoo/cdn1.crevado.com/artists/11896/pages/48872_squarex2-20.jpg	(from https://dhyon.crevado.com/)
22:56:08	30020/30020	---M--	200	added ('OK')	image/jpeg	etag:%229e1ca90abfd8f48420f98075cd96e8f0%22	https://cdn1.crevado.com/artists/11896/pages/48870_squarex2-19.jpg	C:/My%20Web%20Sites/myportifoo/cdn1.crevado.com/artists/11896/pages/48870_squarex2-19.jpg	(from https://dhyon.crevado.com/)
22:56:09	32382/32382	---M--	200	added ('OK')	image/jpeg	etag:%22d759fac698c9aec756f2d2d0ef0120d4%22	https://cdn1.crevado.com/artists/11896/pages/4031110_squarex2-7.jpg	C:/My%20Web%20Sites/myportifoo/cdn1.crevado.com/artists/11896/pages/4031110_squarex2-7.jpg	(from https://dhyon.crevado.com/)
22:56:09	249/249	---M--	200	added ('OK')	image/gif	etag:%22a9f23e146cda4b5e0c4a09d1fde758e1%22	https://cdn.crevado.com/assets/icons/lock-b8113d2287e55e16e995649c400a201d3ac4bf58e3b64ed2ea66f8c775139338.gif	C:/My%20Web%20Sites/myportifoo/cdn.crevado.com/assets/icons/lock-b8113d2287e55e16e995649c400a201d3ac4bf58e3b64ed2ea66f8c775139338.gif	(from https://cdn.crevado.com/assets/theme_folio_light-691ec82d1bec7095b1e70cce4d7ac7adcacecd8db325bf43b2bc608d35111173.css)
22:56:09	1039/1039	---M--	200	added ('OK')	image/png	etag:%22eda98d7928d041e4ff8005d761b782e4%22	https://cdn.crevado.com/assets/icons/ico-spinner-d9d4d242ddecee044faabb948ad42f8f91fd439b922c4779a9fa5c6137b67322.png	C:/My%20Web%20Sites/myportifoo/cdn.crevado.com/assets/icons/ico-spinner-d9d4d242ddecee044faabb948ad42f8f91fd439b922c4779a9fa5c6137b67322.png	(from https://cdn.crevado.com/assets/theme_folio_light-691ec82d1bec7095b1e70cce4d7ac7adcacecd8db325bf43b2bc608d35111173.css)
22:56:09	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	https://cdn.crevado.com/images/placeholder.gif	C:/My%20Web%20Sites/myportifoo/cdn.crevado.com/images/placeholder.gif	(from https://dhyon.crevado.com/portfolio)
